,partido,partido_num,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,who,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
339,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"De hecho, la web Al Descubierto corroboró la denuncia interpuesta por una víctima de Desokupa por coacciones y amenazas. 

La vista se celebró y el juez falló a favor del demandante, condenando a Daniel Esteve y a tres de sus “empleados”.","de hecho, la web al descubierto corroboro la denuncia interpuesta por una victima de desokupa por coacciones y amenazas.   la vista se celebro y el juez fallo a favor del demandante, condenando a daniel esteve y a tres de sus ""empleados"".",negative,0,0.8273577,0.15130939,0.02133294,False,False,False,False,False,27600,6,0.0002173913043478,216,0.0078260869565217,677,0.0245289855072463,158893,0.0473,0,41,hecho web descubierto corroboro denuncia interpuesta victima desokupa coacciones amenazas vista celebro juez fallo favor demandante condenando daniel esteve tres empleados
340,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"El Observatori de Derechos Económicos Sociales y Culturales interpuso una querella criminal contra Desokupa en 2016 por el desalojo del edificio conocido como Can Dimoni, un inmueble histórico del barrio de Gracia.","el observatori de derechos economicos sociales y culturales interpuso una querella criminal contra desokupa en 2016 por el desalojo del edificio conocido como can dimoni, un inmueble historico del barrio de gracia.",negative,0,0.5091615,0.43968004,0.051158473,False,False,False,False,False,26900,6,0.0002230483271375,198,0.007360594795539,649,0.0241263940520446,158894,0.0473,0,32,observatori derechos economicos sociales culturales interpuso querella criminal desokupa 2016 desalojo edificio conocido can dimoni inmueble historico barrio gracia
341,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"""Daniel Esteve se hace pasar por policía, amenaza, coacciona a las personas, engaña deliberadamente a todas las partes implicadas, corta la luz, el agua, el gas o realiza controles de acceso ilegales en la puerta”, contó El Salto en 2021.","""daniel esteve se hace pasar por policia, amenaza, coacciona a las personas, engana deliberadamente a todas las partes implicadas, corta la luz, el agua, el gas o realiza controles de acceso ilegales en la puerta"", conto el salto en 2021.",negative,0,0.945598,0.038650624,0.015751386,False,False,False,False,False,28300,19,0.0006713780918727,281,0.0099293286219081,756,0.0267137809187279,158895,0.0473,0,40,daniel esteve hace pasar policia amenaza coacciona personas engana deliberadamente todas partes implicadas corta luz agua gas realiza controles acceso ilegales puerta conto salto 2021
342,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"Algunos de los implicados niegan tener relación laboral con Desokupa pero lo cierto es que intervienen en sus “actuaciones”. 

Esta es solo la punta del iceberg de la actividad presuntamente punible de Daniel Esteve y sus secuaces.","algunos de los implicados niegan tener relacion laboral con desokupa pero lo cierto es que intervienen en sus ""actuaciones"".   esta es solo la punta del iceberg de la actividad presuntamente punible de daniel esteve y sus secuaces.",negative,0,0.9237862,0.059255943,0.016957872,False,False,False,False,False,27100,7,0.0002583025830258,202,0.0074538745387453,678,0.0250184501845018,158896,0.0473,0,37,implicados niegan tener relacion laboral desokupa cierto intervienen actuaciones solo punta iceberg actividad presuntamente punible daniel esteve secuaces
343,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"El estado de derecho significa impedir que matones parapoliciales se tomen la justicia por su mano. 

Bravo por 
@ionebelarra
por anunciar actuaciones contra esas prácticas mafiosas.",el estado de derecho significa impedir que matones parapoliciales se tomen la justicia por su mano.   bravo por   por anunciar actuaciones contra esas practicas mafiosas.,negative,0,0.88918597,0.049236577,0.061577514,False,False,False,False,False,27800,93,0.0033453237410071,334,0.0120143884892086,1095,0.039388489208633,158897,0.0473,0,25,derecho significa impedir matones parapoliciales tomen justicia mano bravo anunciar actuaciones practicas mafiosas
344,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"“Lo único que hice entregándole a Ayuso el libro de Reyero [sobre los protocolos de la vergüenza] fue ponerla ante el espejo"". Entrevista a 
@AleJacintoUrang

Por 
@MartaMonforteJ","""lo unico que hice entregandole a ayuso el libro de reyero [sobre los protocolos de la verguenza] fue ponerla ante el espejo"". entrevista a    por",negative,0,0.7637342,0.16453168,0.07173408,False,True,False,True,@jesusmarana,46700,242,0.0051820128479657,890,0.0190578158458244,2228,0.0477087794432548,158898,0.0473,0,25,unico hice entregandole ayuso libro reyero protocolos verguenza ponerla espejo entrevista
345,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"Gracias 
@MorenoG_Agustin
por tu compromiso. Por enseñarme lo que significa la ética en la política. 

Ha sido un placer aprender juntos a hacer política institucional, de la útil, de la que transforma, y lo hace junto a la sociedad civil organizada.","gracias   por tu compromiso. por ensenarme lo que significa la etica en la politica.   ha sido un placer aprender juntos a hacer politica institucional, de la util, de la que transforma, y lo hace junto a la sociedad civil organizada.",positive,2,0.020352734,0.029702343,0.9499449,False,True,True,False,https://blogs.publico.es/,33300,84,0.0025225225225225,689,0.0206906906906906,1373,0.0412312312312312,158899,0.0473,0,40,gracias compromiso ensenarme significa etica politica sido placer aprender juntos hacer politica institucional util transforma hace junto sociedad civil organizada
346,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Lo único que hice entregándole a Ayuso el libro de Reyero fue ponerla ante el espejo. 

Os dejo por aquí esta entrevista de 
@_infoLibre",lo unico que hice entregandole a ayuso el libro de reyero fue ponerla ante el espejo.   os dejo por aqui esta entrevista de,neutral,1,0.37683183,0.5045356,0.118632555,False,True,True,False,https://www.infolibre.es/,130700,716,0.005478194338179,1177,0.0090053557765876,2471,0.0189058913542463,158900,0.0473,0,23,unico hice entregandole ayuso libro reyero ponerla espejo dejo aqui entrevista
347,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"📻En un ratito estoy en 
@HoyxHoyMadrid


Puedes seguir el debate sobre vivienda en https://cadenaser.com/radio-madrid/",en un ratito estoy en     puedes seguir el debate sobre vivienda en ,neutral,1,0.013360294,0.95659953,0.030040186,False,True,False,False,False,11000,53,0.0048181818181818,278,0.0252727272727272,534,0.0485454545454545,158901,0.0473,0,12,ratito puedes seguir debate vivienda
348,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Lo que hace el PP: Cero viviendas, cero leyes, cero vergüenza.

Lo que haremos nosotras:
1️⃣Aplicar la Ley de Vivienda Estatal
2️⃣Duplicar el parque de vivienda pública
3️⃣Crear la Inmobiliaria Pública Madrileña

#LaIdealista","lo que hace el pp: cero viviendas, cero leyes, cero verguenza.  lo que haremos nosotras: 1aplicar la ley de vivienda estatal 2duplicar el parque de vivienda publica 3crear la inmobiliaria publica madrilena  #laidealista",negative,0,0.94267535,0.033510488,0.023814071,False,True,False,False,False,29800,133,0.0044630872483221,253,0.008489932885906,465,0.0156040268456375,158902,0.0473,0,33,hace pp cero viviendas cero leyes cero verguenza haremos 1aplicar ley vivienda estatal 2duplicar parque vivienda publica 3crear inmobiliaria publica madrilena laidealista
349,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Ayer se aprobó la Ley de Vivienda en el Senado y el 29 de Mayo la aplicaremos en la Comunidad de Madrid.

#LaIdealista",ayer se aprobo la ley de vivienda en el senado y el 29 de mayo la aplicaremos en la comunidad de madrid.  #laidealista,neutral,1,0.09087336,0.67790616,0.23122054,False,True,False,False,False,34600,169,0.0048843930635838,355,0.0102601156069364,654,0.0189017341040462,158903,0.0473,0,23,ayer aprobo ley vivienda senado 29 mayo aplicaremos comunidad madrid laidealista
350,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,El arboricidio en Madrid continúa: Talan sin licencia un centenar de árboles en un bosque de la Comunidad de Madrid para un proyecto urbanístico de lujo,el arboricidio en madrid continua: talan sin licencia un centenar de arboles en un bosque de la comunidad de madrid para un proyecto urbanistico de lujo,negative,0,0.87793857,0.063558064,0.05850348,False,True,False,True,@juralde,57700,40,0.0006932409012131,1012,0.0175389948006932,1371,0.0237608318890814,158904,0.0473,0,26,arboricidio madrid continua talan licencia centenar arboles bosque comunidad madrid proyecto urbanistico lujo
351,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Para que el anuncio del piso que quieres en Idealista sea de 500€ y no de 1000€.

#LaIdealista",para que el anuncio del piso que quieres en idealista sea de 500EUR y no de 1000EUR.  #laidealista,negative,0,0.8022725,0.13243921,0.06528827,False,True,False,False,False,158800,688,0.0043324937027707,898,0.0056549118387909,2068,0.0130226700251889,158905,0.0473,0,18,anuncio piso quieres idealista 500eur 1000eur laidealista
352,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Quiero un Madrid como una casa. 

Gracias a 
@La_SER
por este debate sobre vivienda.",quiero un madrid como una casa.   gracias a   por este debate sobre vivienda.,positive,2,0.034892485,0.036151677,0.92895585,False,True,False,False,False,4701,10,0.0021272069772388,81,0.0172303765156349,183,0.0389278876834716,158906,0.0473,0,13,quiero madrid casa gracias debate vivienda
353,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"1 año de la demolición de mi bloque, de mi habitación, de los muebles de mi casa, de los recuerdos en mi hogar. No se me olvidará nunca lo mal que lo estamos pasando, pero tampoco la masiva manifestación que ha tenido lugar hoy en San Fernando, gracias 🧡

📸 Fernando Sánchez","1 ano de la demolicion de mi bloque, de mi habitacion, de los muebles de mi casa, de los recuerdos en mi hogar. no se me olvidara nunca lo mal que lo estamos pasando, pero tampoco la masiva manifestacion que ha tenido lugar hoy en san fernando, gracias    fernando sanchez",positive,2,0.17041889,0.10130956,0.72827154,False,True,False,True,@vvictor_12,30200,45,0.0014900662251655,1201,0.0397682119205298,2159,0.0714900662251655,158907,0.0473,0,50,1 ano demolicion bloque habitacion muebles casa recuerdos hogar olvidara nunca mal pasando tampoco masiva manifestacion lugar hoy san fernando gracias fernando sanchez
354,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Sin abogacía no hay justicia. 

Hoy junto a mis colegas de profesión reivindicando la dignidad del turno de oficio.",sin abogacia no hay justicia.   hoy junto a mis colegas de profesion reivindicando la dignidad del turno de oficio.,neutral,1,0.20449604,0.42807022,0.36743373,False,True,False,False,False,65000,42,0.0006461538461538,330,0.005076923076923,652,0.0100307692307692,158908,0.0473,0,19,abogacia justicia hoy junto colegas profesion reivindicando dignidad turno oficio
355,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"La justicia admite a trámite una querella contra los torturadores franquistas

Enhorabuena a los luchadores contra la impunidad. Y a todos los demócratas.

Verdad, Justicia y Reparación.","la justicia admite a tramite una querella contra los torturadores franquistas  enhorabuena a los luchadores contra la impunidad. y a todos los democratas.  verdad, justicia y reparacion.",positive,2,0.10696513,0.04922712,0.8438078,False,True,True,False,https://www.eldiario.es/,13000,218,0.0167692307692307,245,0.0188461538461538,470,0.0361538461538461,158909,0.0473,0,27,justicia admite tramite querella torturadores franquistas enhorabuena luchadores impunidad democratas verdad justicia reparacion
356,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"De dónde venimos para saber a dónde vamos. 

Nos vemos el jueves en Villaverde con mis queridos 
@MorenoG_Agustin
y Víctor Ríos. 

⏰19h 
📌Plaza Ágata (Villaverde) ¡Nos vemos!",de donde venimos para saber a donde vamos.   nos vemos el jueves en villaverde con mis queridos   y victor rios.   19h  plaza agata (villaverde) !nos vemos!,positive,2,0.011653421,0.33054924,0.65779734,False,True,False,False,False,3236,11,0.0033992583436341,50,0.0154511742892459,100,0.0309023485784919,158911,0.0473,0,26,venimos saber vamos vemos jueves villaverde queridos victor rios 19h plaza agata villaverde vemos
357,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"📺En un ratito estoy en Telemadrid.

Puedes seguirlo aquí 👉🏼 https://telemadrid.es",en un ratito estoy en telemadrid.  puedes seguirlo aqui  ,neutral,1,0.014481075,0.89046675,0.095052235,False,True,False,False,False,29200,213,0.0072945205479452,374,0.0128082191780821,932,0.031917808219178,158912,0.0473,0,9,ratito telemadrid puedes seguirlo aqui
358,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Madrid necesita a personas valientes como 
@AleJacintoUrang
y 
@RbSotomayor
, por eso este domingo nos vamos a reunir en Madrid en la Plaza de las Peñuelas a las 11 de la mañana.

Un acto que no te puedes perder si quieres seguir empujando por un Madrid para todos y para todas 💜💜","madrid necesita a personas valientes como   y   , por eso este domingo nos vamos a reunir en madrid en la plaza de las penuelas a las 11 de la manana.  un acto que no te puedes perder si quieres seguir empujando por un madrid para todos y para todas",positive,2,0.15230647,0.15390177,0.69379175,False,True,False,True,@ionebelarra,15900,145,0.0091194968553459,313,0.0196855345911949,527,0.0331446540880503,158913,0.0473,0,49,madrid necesita personas valientes domingo vamos reunir madrid plaza penuelas 11 manana acto puedes perder si quieres seguir empujando madrid todas
359,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"A Villaverde acudí a parar mi primer desahucio hace 11 años. 

Es un placer volver siempre y más acompañada de dos referentes como 
@MorenoG_Agustin
y Victor Ríos que me han enseñado lo que significa la ética en la política.",a villaverde acudi a parar mi primer desahucio hace 11 anos.   es un placer volver siempre y mas acompanada de dos referentes como   y victor rios que me han ensenado lo que significa la etica en la politica.,positive,2,0.0526654,0.03785413,0.9094805,False,True,False,False,False,9289,47,0.0050597480891376,185,0.0199160297125632,512,0.055118957907202,158914,0.0473,0,38,villaverde acudi parar primer desahucio hace 11 anos placer volver siempre mas acompanada dos referentes victor rios ensenado significa etica politica
360,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"No escucharás a Ayuso hablar del repunte de feminicidios, uno de ellos en Móstoles hace apenas unos días, ni de los fallecidos en residencias. 

Habla de cualquier otra cosa porque no puede hablar de Madrid.","no escucharas a ayuso hablar del repunte de feminicidios, uno de ellos en mostoles hace apenas unos dias, ni de los fallecidos en residencias.   habla de cualquier otra cosa porque no puede hablar de madrid.",negative,0,0.93628186,0.048230074,0.015488068,False,True,True,False,https://www.infolibre.es/,41000,523,0.0127560975609756,874,0.0213170731707317,1566,0.0381951219512195,158917,0.0473,0,35,escucharas ayuso hablar repunte feminicidios mostoles hace apenas dias fallecidos residencias habla cualquier cosa puede hablar madrid
361,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,Recordemos sólo un momento que los bomberos forestales de Extremadura están en huelga ahora mismo por algo y que además de agradecerles el enorme trabajo que están realizando en el #IFPinofranqueado hay que garantizarles unas condiciones dignas de trabajo. 💛💛,recordemos solo un momento que los bomberos forestales de extremadura estan en huelga ahora mismo por algo y que ademas de agradecerles el enorme trabajo que estan realizando en el #ifpinofranqueado hay que garantizarles unas condiciones dignas de trabajo.,negative,0,0.5653202,0.15083839,0.28384137,False,False,False,True,@Irenirima,25400,15,0.0005905511811023,226,0.0088976377952755,425,0.0167322834645669,158919,0.0473,0,39,recordemos solo momento bomberos forestales extremadura estan huelga ahora mismo ademas agradecerles enorme trabajo estan realizando ifpinofranqueado garantizarles unas condiciones dignas trabajo
362,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"En breves estoy en 
@ElTablero_TV


Síguelo aquí: https://youtube.com/watch?v=UmtC3fHuz0c",en breves estoy en     siguelo aqui: ,neutral,1,0.016166605,0.94324535,0.040588148,False,True,False,False,False,3750,14,0.0037333333333333,82,0.0218666666666666,150,0.04,158920,0.0473,0,6,breves siguelo aqui
363,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"Tenemos la llave de Madrid y te lo cuento en dos propuestas!

#laidealista",tenemos la llave de madrid y te lo cuento en dos propuestas!  #laidealista,positive,2,0.120338,0.14129822,0.73836374,False,False,False,True,@jesusmantillac,1714,0,0.0,18,0.0105017502917152,28,0.0163360560093348,158922,0.0473,0,13,llave madrid cuento dos propuestas laidealista
364,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"7 millones de euros en mascarillas sólo por ser amigos del PP de Madrid. Mientras tú estabas en casa, Medina y Luceño se compraban yates. 

La corrupción se va a acabar el 28 de mayo.","7 millones de euros en mascarillas solo por ser amigos del pp de madrid. mientras tu estabas en casa, medina y luceno se compraban yates.   la corrupcion se va a acabar el 28 de mayo.",negative,0,0.93694663,0.03445322,0.028600141,False,True,True,False,https://www.publico.es/,142600,615,0.004312762973352,2057,0.0144249649368863,3649,0.0255890603085554,158924,0.0473,0,35,7 millones euros mascarillas solo ser amigos pp madrid mientras casa medina luceno compraban yates corrupcion va acabar 28 mayo
365,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"📻En un ratito estoy en La Ventana de Madrid.

Puedes seguirlo en 👉🏼 https://cadenaser.com/radio-madrid/la-ventana-de-madrid/",en un ratito estoy en la ventana de madrid.  puedes seguirlo en  ,neutral,1,0.042206474,0.8342855,0.1235081,False,True,False,False,False,17800,133,0.0074719101123595,283,0.0158988764044943,580,0.0325842696629213,158925,0.0473,0,12,ratito ventana madrid puedes seguirlo
366,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"Nuestro compromiso con la lucha por la luz en la Cañada Real no empieza ahora. Hemos denunciado la situación en los tribunales, hemos presentado iniciativas en la asamblea, comparecencias, acompañado a sus vecinos. 

A partir del 28M que la Cañada tenga luz es un compromiso ético que debe ser realidad.","nuestro compromiso con la lucha por la luz en la canada real no empieza ahora. hemos denunciado la situacion en los tribunales, hemos presentado iniciativas en la asamblea, comparecencias, acompanado a sus vecinos.   a partir del 28m que la canada tenga luz es un compromiso etico que debe ser realidad.",positive,2,0.3711197,0.23263022,0.39625,False,True,False,False,False,17600,229,0.0130113636363636,255,0.0144886363636363,474,0.0269318181818181,158926,0.0473,0,50,compromiso lucha luz canada real empieza ahora denunciado situacion tribunales presentado iniciativas asamblea comparecencias acompanado vecinos partir 28m canada luz compromiso etico debe ser realidad
367,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,Han protestado más porque le diera un libro que por las 7291 muertes que denuncia el libro.,han protestado mas porque le diera un libro que por las 7291 muertes que denuncia el libro.,negative,0,0.92954063,0.052599885,0.017859437,False,True,False,True,@carnecrudaradio,8754,24,0.0027416038382453,118,0.0134795522047064,293,0.0334704135252456,158928,0.0473,0,17,protestado mas diera libro 7291 muertes denuncia libro
368,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"El modelo del PP, de forma forzosa, te aboca a elegir lo privado. 

Necesitamos Gobiernos que crean en lo público y lo usen, que es la mejor garantía de que lo van a defender. 

Gracias 
@JuanJoseMateo
por la entrevista en 
@el_pais","el modelo del pp, de forma forzosa, te aboca a elegir lo privado.   necesitamos gobiernos que crean en lo publico y lo usen, que es la mejor garantia de que lo van a defender.   gracias   por la entrevista en",negative,0,0.6972954,0.09438328,0.20832135,False,True,True,False,https://elpais.com/,9589,71,0.0074043174470747,294,0.0306601314005631,515,0.0537073730315987,158930,0.0473,0,39,modelo pp forma forzosa aboca elegir privado necesitamos gobiernos crean publico usen mejor garantia van defender gracias entrevista
369,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"💜 Ha sido un placer recibir hoy a 
@IreneMontero
y 
@AleJacintoUrang
en #Rivas.

Junto a la asociación 
@aspadir_
, hemos visitado algunos de los proyectos de nuestro municipio en materia de transición ecológica, como los huertos urbanos o nuestras composteras comunitarias 👇","ha sido un placer recibir hoy a   y   en #rivas.  junto a la asociacion   , hemos visitado algunos de los proyectos de nuestro municipio en materia de transicion ecologica, como los huertos urbanos o nuestras composteras comunitarias",positive,2,0.017713403,0.037852004,0.9444346,False,True,False,True,@millanvmb,8637,9,0.0010420284821118,106,0.0122727799004283,193,0.0223457218941762,158931,0.0473,0,37,sido placer recibir hoy rivas junto asociacion visitado proyectos municipio materia transicion ecologica huertos urbanos composteras comunitarias
370,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Anoche se quemó la casa del abuelo Isidro, un vecino de Cañada de 80 años, incluso perdió su cama. Esta es la realidad de cañada 365 dias al año, da igual si es verano o invierno. Necesitamos difusión y apoyo, esto no puede seguir así.","anoche se quemo la casa del abuelo isidro, un vecino de canada de 80 anos, incluso perdio su cama. esta es la realidad de canada 365 dias al ano, da igual si es verano o invierno. necesitamos difusion y apoyo, esto no puede seguir asi.",negative,0,0.909504,0.049838893,0.040657125,False,True,False,True,@mujerestabadol,10500,5,0.0004761904761904,189,0.018,187,0.0178095238095238,158932,0.0473,0,45,anoche quemo casa abuelo isidro vecino canada 80 anos incluso perdio cama realidad canada 365 dias ano da igual si verano invierno necesitamos difusion apoyo puede seguir asi
371,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Frente a las Ayusadas de “pon una planta en tu balcón” políticas de empleo verde como hace nuestra próxima alcaldesa 
@millanvmb
en Rivas. 

Queremos que nuestras ciudades y la región sean hogares climáticos.","frente a las ayusadas de ""pon una planta en tu balcon"" politicas de empleo verde como hace nuestra proxima alcaldesa   en rivas.   queremos que nuestras ciudades y la region sean hogares climaticos.",negative,0,0.6654974,0.1232751,0.21122749,False,True,False,False,False,13400,168,0.0125373134328358,244,0.0182089552238805,461,0.0344029850746268,158933,0.0473,0,32,frente ayusadas pon planta balcon politicas empleo verde hace proxima alcaldesa rivas queremos ciudades region hogares climaticos
372,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"El Partido Popular pide a la Junta Electoral que ordene retirar la lona con la foto del hermano de Ayuso, que ""puede parecer a simple vista"" que ""ha sido colocada por el PP"".

Ciertamente, ""a simple vista"", un mensaje del PP parece del PP.","el partido popular pide a la junta electoral que ordene retirar la lona con la foto del hermano de ayuso, que ""puede parecer a simple vista"" que ""ha sido colocada por el pp"".  ciertamente, ""a simple vista"", un mensaje del pp parece del pp.",negative,0,0.9240743,0.055952635,0.019973062,False,True,False,True,@manuelrico,137900,139,0.0010079767947788,2297,0.0166569978245105,4578,0.0331979695431472,158934,0.0473,0,44,partido popular pide junta electoral ordene retirar lona foto hermano ayuso puede parecer simple vista sido colocada pp ciertamente simple vista mensaje pp parece pp
373,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,¿Por qué le molesta tanto al PP que recordemos algo que dijo Pablo Casado 🧐?,?por que le molesta tanto al pp que recordemos algo que dijo pablo casado ?,negative,0,0.9466598,0.03644608,0.016894046,False,False,True,False,https://www.europapress.es/,205500,1101,0.0053576642335766,2211,0.0107591240875912,4245,0.0206569343065693,158935,0.0473,0,15,molesta pp recordemos dijo pablo casado
374,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Mañana vamos a estar en la Plaza de las Peñuelas en Madrid a las 11h y no puedes faltar. Además, después habrá una actuación musical infantil para los/as más peques.

Por un Madrid valiente que eche a la derecha más asalvajada del Ayuntamiento y la Comunidad.

¡Te esperamos! 💜💜","manana vamos a estar en la plaza de las penuelas en madrid a las 11h y no puedes faltar. ademas, despues habra una actuacion musical infantil para los/as mas peques.  por un madrid valiente que eche a la derecha mas asalvajada del ayuntamiento y la comunidad.  !te esperamos!",positive,2,0.1009975,0.06754083,0.8314616,False,True,False,True,@ionebelarra,30900,236,0.0076375404530744,350,0.0113268608414239,587,0.0189967637540453,158937,0.0473,0,48,manana vamos plaza penuelas madrid 11h puedes faltar ademas despues habra actuacion musical infantil losas mas peques madrid valiente eche derecha mas asalvajada ayuntamiento comunidad esperamos
375,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Mejorada, Coslada. 
A ganar Madrid! 🙌","mejorada, coslada.  a ganar madrid!",positive,2,0.007881581,0.0064221444,0.9856962,False,True,False,False,False,7630,70,0.0091743119266055,119,0.0155963302752293,325,0.0425950196592398,158938,0.0473,0,5,mejorada coslada ganar madrid
376,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"La comarca del Henares será la avanzadilla para desalojar al Gobierno del PP y cambiar la Comunidad de Madrid. 

Si Se Puede 💜",la comarca del henares sera la avanzadilla para desalojar al gobierno del pp y cambiar la comunidad de madrid.   si se puede,positive,2,0.26155278,0.114316754,0.6241305,False,True,False,False,False,19900,157,0.0078894472361809,396,0.0198994974874371,830,0.0417085427135678,158939,0.0473,0,22,comarca henares sera avanzadilla desalojar gobierno pp cambiar comunidad madrid si puede
377,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Mañana nos vemos en Arganzuela para seguir transformando Madrid. 

Vente con los peques a disfrutar de 
@yosoyraton
🐭",manana nos vemos en arganzuela para seguir transformando madrid.   vente con los peques a disfrutar de,positive,2,0.0065104915,0.064027354,0.9294622,False,True,False,False,False,10300,23,0.0022330097087378,119,0.0115533980582524,256,0.0248543689320388,158941,0.0473,0,16,manana vemos arganzuela seguir transformando madrid vente peques disfrutar
378,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Este es mi padre Juan Huertas, falleció a causa de los protocolos de la vergüenza de Ayuso, le negó el derecho a la asistencia sanitaria y el derecho de auxilio . Ánimo a todos los familiares a subir una foto y DEMOSTRAR QUE NO ERAN NÚMEROS que tenían vida y familia .","este es mi padre juan huertas, fallecio a causa de los protocolos de la verguenza de ayuso, le nego el derecho a la asistencia sanitaria y el derecho de auxilio . animo a todos los familiares a subir una foto y demostrar que no eran numeros que tenian vida y familia .",negative,0,0.93495905,0.038622327,0.026418552,False,True,False,True,@VyJ_7291,411700,563,0.0013675006072382,8005,0.0194437697352441,14700,0.0357056108817099,158942,0.0473,0,52,padre juan huertas fallecio causa protocolos verguenza ayuso nego derecho asistencia sanitaria derecho auxilio animo familiares subir foto demostrar numeros tenian vida familia
379,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"""Las viviendas de 100.000 a 150.000 euros te las quitan de las manos para invertir porque la Bolsa es inestable y los bancos no pagan nada"".

Hay que hacer como Holanda en las zonas de mercado tensas: que solo puedas comprar si vas a vivir en la casa.","""las viviendas de 100.000 a 150.000 euros te las quitan de las manos para invertir porque la bolsa es inestable y los bancos no pagan nada"".  hay que hacer como holanda en las zonas de mercado tensas: que solo puedas comprar si vas a vivir en la casa.",negative,0,0.9445535,0.036462512,0.018983962,False,True,False,True,@JaimePalomera,284600,126,0.0004427266338721,825,0.0028988053408292,2260,0.0079409697821503,158943,0.0473,0,48,viviendas 100000 150000 euros quitan manos invertir bolsa inestable bancos pagan hacer holanda zonas mercado tensas solo puedas comprar si vas vivir casa
380,podemos,2,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"Ayuso les da comida podrida a los mayores en las residencias y luego expulsa a los familiares de los actos. 

Es su forma de gobernar: maltratar.",ayuso les da comida podrida a los mayores en las residencias y luego expulsa a los familiares de los actos.   es su forma de gobernar: maltratar.,negative,0,0.9504781,0.03468152,0.014840289,False,False,True,False,https://www.elsaltodiario.com/,157000,727,0.0046305732484076,2787,0.0177515923566878,4194,0.0267133757961783,158946,0.0473,0,26,ayuso da comida podrida mayores residencias luego expulsa familiares actos forma gobernar maltratar
